intern_id,department,duration_weeks,academic_background,enrollment_date,completion_status,completion_date,dropout_week,dropout_reason,mentor_interaction,weekly_hours,final_project_score,mentor_feedback_score,age,gpa,program_year,program_month,completion_numeric
INT_0655,Marketing,12,Other,6/7/2023,Completed,8/30/2023,,,Medium,33.8,92.8,7.6,23,3.23,2023,6,1
INT_0656,Marketing,16,Science,5/31/2023,Completed,9/20/2023,,,Medium,37.2,89.7,7.4,19,2.92,2023,5,1
INT_0657,Design,8,Other,10/26/2023,Dropped Out,,5,Academic,Medium,10,55.8,7.4,25,2.89,2023,10,0
INT_0658,Data Science,8,Other,7/15/2023,Completed,9/9/2023,,,Medium,20.5,81.3,6.9,24,2.55,2023,7,1
INT_0659,Engineering,12,Business,4/13/2023,Completed,7/6/2023,,,Medium,36.3,73.1,9.4,27,3.49,2023,4,1
INT_0660,Design,12,Engineering,4/3/2023,Completed,6/26/2023,,,Medium,32.7,78.1,6.8,25,2.5,2023,4,1
INT_0661,Marketing,12,Engineering,11/21/2023,Dropped Out,,8,Job Offer,Low,37.5,52.1,7.1,21,2.74,2023,11,0
INT_0662,Data Science,12,Arts,2/15/2023,Completed,5/10/2023,,,Low,30,77.5,6.3,24,3,2023,2,1
INT_0663,Research,24,Arts,8/8/2023,Completed,1/23/2024,,,High,37.6,94.7,7.9,24,3.67,2023,8,1
INT_0664,Engineering,8,Science,4/13/2023,Completed,6/8/2023,,,High,31.1,98.3,6.7,18,3.56,2023,4,1
INT_0665,Marketing,12,Computer Science,12/13/2023,Completed,3/6/2024,,,Low,38,96.2,10,29,3.29,2023,12,1
INT_0666,Data Science,12,Other,6/26/2023,Completed,9/18/2023,,,Low,46.4,78.8,6.2,19,2.45,2023,6,1
INT_0667,Design,16,Business,2/3/2023,Completed,5/26/2023,,,High,40.7,87.1,9.9,22,3.42,2023,2,1
INT_0668,Marketing,24,Other,9/24/2023,Completed,3/10/2024,,,Medium,30.2,78.2,7.3,23,3.53,2023,9,1
INT_0669,Design,12,Engineering,9/8/2023,Dropped Out,,4,Personal,Low,21.4,78.4,7.8,30,3.88,2023,9,0
INT_0670,Design,8,Business,4/25/2023,Completed,6/20/2023,,,Medium,38.7,100,6,20,2.99,2023,4,1
INT_0671,Data Science,8,Science,9/16/2023,Dropped Out,,3,Academic,Low,30.8,49.4,7.2,24,2.67,2023,9,0
INT_0672,Research,16,Science,11/16/2023,Dropped Out,,1,Academic,Low,27.3,50.2,4.3,28,3.7,2023,11,0
INT_0673,Engineering,8,Other,3/1/2023,Completed,4/26/2023,,,Medium,34,90.3,8,24,3.19,2023,3,1
INT_0674,Engineering,16,Arts,12/26/2023,Completed,4/16/2024,,,Low,29.6,100,6.6,29,3.28,2023,12,1
INT_0675,Research,8,Engineering,8/4/2023,Completed,9/29/2023,,,High,36.1,85.8,10,28,3.98,2023,8,1
INT_0676,Business,16,Science,11/7/2023,Completed,2/27/2024,,,Medium,26.7,95.6,8.2,24,3.51,2023,11,1
INT_0677,Engineering,8,Engineering,2/28/2023,Completed,4/25/2023,,,High,30,95.4,10,25,3.3,2023,2,1
INT_0678,Data Science,12,Engineering,9/25/2023,Completed,12/18/2023,,,High,38.2,95.6,9.1,23,3.26,2023,9,1
INT_0679,Research,24,Engineering,3/24/2023,Completed,9/8/2023,,,Low,38.3,73.6,10,25,3.89,2023,3,1
INT_0680,Data Science,24,Engineering,5/1/2023,Completed,10/16/2023,,,Low,30.5,96.7,9.5,28,3.98,2023,5,1
INT_0681,Engineering,8,Science,12/9/2023,Completed,2/3/2024,,,Medium,31.2,87.9,10,19,2.94,2023,12,1
INT_0682,Business,8,Other,2/21/2023,Completed,4/18/2023,,,High,30.4,98.6,10,28,3.25,2023,2,1
INT_0683,Data Science,24,Engineering,5/16/2023,Dropped Out,,4,Personal,Medium,29.9,100,6.2,18,2.86,2023,5,0
INT_0684,Marketing,16,Other,6/10/2023,Completed,9/30/2023,,,Medium,27.2,100,8,19,3.12,2023,6,1
INT_0685,Engineering,8,Computer Science,3/12/2023,Completed,5/7/2023,,,High,34.8,87.7,10,20,3.24,2023,3,1
INT_0686,Marketing,16,Arts,11/15/2023,Dropped Out,,12,Academic,Low,35.2,70.1,3.6,23,2.77,2023,11,0
INT_0687,Marketing,12,Computer Science,7/25/2023,Completed,10/17/2023,,,Medium,41,96.4,7.3,25,3.04,2023,7,1
INT_0688,Marketing,24,Other,9/2/2023,Dropped Out,,21,Personal,Medium,26.7,49.6,8.2,19,3.62,2023,9,0
INT_0689,Data Science,8,Business,2/23/2023,Completed,4/20/2023,,,Medium,35,95.8,9.6,27,3.78,2023,2,1
INT_0690,Design,24,Business,11/9/2023,Completed,4/25/2024,,,Low,45.4,74.9,8,23,3.37,2023,11,1
INT_0691,Business,8,Other,3/8/2023,Completed,5/3/2023,,,Medium,47.8,78.6,7.2,25,3.23,2023,3,1
INT_0692,Engineering,24,Arts,1/24/2023,Completed,7/11/2023,,,Low,36,76,6.2,28,3.3,2023,1,1
INT_0693,Marketing,8,Other,12/14/2023,Completed,2/8/2024,,,Medium,44.9,84.8,7.2,29,2.77,2023,12,1
INT_0694,Business,12,Other,6/23/2023,Completed,9/15/2023,,,Medium,42.9,90.7,10,29,2.66,2023,6,1
INT_0695,Research,8,Arts,12/5/2023,Completed,1/30/2024,,,High,38,75.8,5.5,25,3.52,2023,12,1
INT_0696,Marketing,24,Business,10/13/2023,Dropped Out,,20,Academic,High,16.8,83.5,4.1,18,3.85,2023,10,0
INT_0697,Research,12,Science,8/29/2023,Completed,11/21/2023,,,High,23.7,73.2,8.8,20,2.81,2023,8,1
INT_0698,Engineering,24,Engineering,5/4/2023,Dropped Out,,9,Academic,Medium,20.2,62.5,6.2,26,2.35,2023,5,0
INT_0699,Data Science,24,Arts,5/1/2023,Completed,10/16/2023,,,Low,24.7,78.1,7.1,25,3.1,2023,5,1
INT_0700,Business,24,Computer Science,9/13/2023,Dropped Out,,4,Performance,Medium,10.6,44.7,4.6,29,3.98,2023,9,0
INT_0701,Research,8,Computer Science,7/26/2023,Completed,9/20/2023,,,Medium,35.9,90.1,10,26,2.98,2023,7,1
INT_0702,Business,8,Computer Science,11/6/2023,Completed,1/1/2024,,,High,26.6,74.8,8.1,28,2.81,2023,11,1
INT_0703,Marketing,12,Other,12/10/2023,Completed,3/3/2024,,,Medium,30.8,91.8,8.6,23,2.93,2023,12,1
INT_0704,Marketing,8,Business,8/21/2023,Completed,10/16/2023,,,Low,36.1,95.3,10,30,2.97,2023,8,1
INT_0705,Business,24,Other,12/3/2023,Completed,5/19/2024,,,Low,35.6,77.1,8.2,25,3.52,2023,12,1
INT_0706,Engineering,8,Other,4/24/2023,Completed,6/19/2023,,,Low,34.6,84.2,10,23,2.65,2023,4,1
INT_0707,Research,16,Science,9/25/2023,Completed,1/15/2024,,,Medium,41,88.2,8.4,19,2.87,2023,9,1
INT_0708,Engineering,12,Arts,3/13/2023,Completed,6/5/2023,,,High,37.5,90.7,8.8,29,3.16,2023,3,1
INT_0709,Research,24,Computer Science,5/11/2023,Completed,10/26/2023,,,High,37.8,76.9,8.3,21,3,2023,5,1
INT_0710,Engineering,24,Business,8/23/2023,Completed,2/7/2024,,,High,38.4,86.3,8.2,21,4.02,2023,8,1
INT_0711,Research,16,Computer Science,8/1/2023,Dropped Out,,11,Health,Low,20.3,77.7,5.7,19,2.77,2023,8,0
INT_0712,Design,24,Other,10/29/2023,Completed,4/14/2024,,,High,32.2,83.5,9.8,20,3.28,2023,10,1
INT_0713,Design,8,Science,1/25/2023,Completed,3/22/2023,,,Medium,33.5,70.5,9,24,3.68,2023,1,1
INT_0714,Business,24,Science,4/1/2023,Completed,9/16/2023,,,Medium,36.3,98.8,9.2,20,3.64,2023,4,1
INT_0715,Research,12,Computer Science,7/18/2023,Completed,10/10/2023,,,High,27.4,100,8.6,27,3.43,2023,7,1
INT_0716,Marketing,24,Arts,11/8/2023,Completed,4/24/2024,,,High,37.9,72.2,6.6,30,3.32,2023,11,1
INT_0717,Data Science,16,Arts,6/25/2023,Completed,10/15/2023,,,High,42,90.5,6.2,25,3.25,2023,6,1
INT_0718,Data Science,12,Arts,11/5/2023,Completed,1/28/2024,,,Medium,34.4,77,7.9,29,3.03,2023,11,1
INT_0719,Business,16,Other,10/8/2023,Completed,1/28/2024,,,High,32.3,83.6,8.9,29,2.2,2023,10,1
INT_0720,Research,12,Business,4/18/2023,Completed,7/11/2023,,,High,40.4,81.2,8.5,22,2.73,2023,4,1
INT_0721,Research,16,Other,3/9/2023,Completed,6/29/2023,,,High,35.6,77.7,10,28,3.27,2023,3,1
INT_0722,Data Science,16,Other,3/1/2023,Completed,6/21/2023,,,Medium,35.9,71.6,7.9,26,3.25,2023,3,1
INT_0723,Design,24,Other,10/1/2023,Dropped Out,,14,Academic,Low,21.1,77.3,2.7,26,3.25,2023,10,0
INT_0724,Engineering,8,Arts,3/16/2023,Completed,5/11/2023,,,Low,39.9,63.9,10,18,3.75,2023,3,1
INT_0725,Data Science,16,Business,5/27/2023,Completed,9/16/2023,,,Medium,21.8,81.8,8.7,20,3.4,2023,5,1
INT_0726,Engineering,16,Business,10/5/2023,Dropped Out,,14,Performance,Low,17.6,41,5.3,19,3.11,2023,10,0
INT_0727,Business,12,Other,11/28/2023,Completed,2/20/2024,,,Medium,38.1,95.4,6.4,21,4.26,2023,11,1
INT_0728,Business,16,Other,12/7/2023,Dropped Out,,7,Performance,Low,23.5,59.6,8.4,24,2.95,2023,12,0
INT_0729,Research,16,Science,1/28/2023,Dropped Out,,5,Personal,Low,29,59.8,5,27,3.44,2023,1,0
INT_0730,Design,12,Other,12/27/2023,Completed,3/20/2024,,,Medium,36.6,84.4,9.3,23,2.99,2023,12,1
INT_0731,Business,12,Other,4/10/2023,Completed,7/3/2023,,,Low,32.2,100,10,20,3.31,2023,4,1
INT_0732,Research,8,Business,3/30/2023,Completed,5/25/2023,,,High,31,89.2,10,19,2.31,2023,3,1
INT_0733,Design,8,Arts,5/23/2023,Completed,7/18/2023,,,Medium,35.8,85.1,9.1,20,2.87,2023,5,1
INT_0734,Data Science,16,Computer Science,6/19/2023,Completed,10/9/2023,,,Medium,32.1,73.3,8.2,20,4.03,2023,6,1
INT_0735,Engineering,12,Engineering,11/2/2023,Completed,1/25/2024,,,Low,40.7,67.7,6.7,28,3.31,2023,11,1
INT_0736,Business,16,Arts,10/21/2023,Completed,2/10/2024,,,Medium,45.5,100,9.5,19,2.88,2023,10,1
INT_0737,Research,16,Science,4/23/2023,Completed,8/13/2023,,,High,41,78.8,6.1,26,3.37,2023,4,1
INT_0738,Engineering,12,Arts,10/6/2023,Completed,12/29/2023,,,High,41.9,88.1,9.5,19,3.79,2023,10,1
INT_0739,Marketing,12,Business,12/6/2023,Completed,2/28/2024,,,Low,33,78.9,10,23,2.61,2023,12,1
INT_0740,Marketing,12,Science,9/29/2023,Completed,12/22/2023,,,Medium,25.8,84.7,9.5,26,3.25,2023,9,1
INT_0741,Research,8,Computer Science,12/9/2023,Completed,2/3/2024,,,Medium,30.5,84.4,9.8,21,4.05,2023,12,1
INT_0742,Research,12,Computer Science,12/16/2023,Completed,3/9/2024,,,High,39.8,85.5,8.8,24,3.63,2023,12,1
INT_0743,Engineering,24,Engineering,10/4/2023,Dropped Out,,1,Health,High,35,70.9,9.1,30,3.02,2023,10,0
INT_0744,Marketing,24,Arts,1/23/2023,Dropped Out,,21,Personal,Low,14.8,69.3,4.3,23,2.94,2023,1,0
INT_0745,Business,8,Computer Science,3/27/2023,Completed,5/22/2023,,,High,37.6,66.7,6.2,30,3.95,2023,3,1
INT_0746,Business,8,Other,2/3/2023,Dropped Out,,6,Personal,Low,25.6,45.6,4.6,28,2.83,2023,2,0
INT_0747,Design,8,Business,10/3/2023,Completed,11/28/2023,,,High,41.7,96.8,8.3,29,3.6,2023,10,1
INT_0748,Design,8,Other,12/18/2023,Completed,2/12/2024,,,Low,41.3,96.5,7,25,3.6,2023,12,1
INT_0749,Research,16,Computer Science,2/14/2023,Dropped Out,,3,Job Offer,Low,22.8,71.8,5.1,26,3.05,2023,2,0
INT_0750,Engineering,12,Engineering,7/28/2023,Dropped Out,,11,Performance,Medium,41.4,65,7.6,24,2.88,2023,7,0
INT_0751,Marketing,8,Arts,12/11/2023,Dropped Out,,1,Health,Low,18.5,39.6,7.1,19,3.28,2023,12,0
INT_0752,Research,8,Other,2/7/2023,Completed,4/4/2023,,,Medium,38.5,92.3,7,26,3.09,2023,2,1
INT_0753,Engineering,16,Other,6/4/2023,Completed,9/24/2023,,,High,37.7,100,8.5,22,2.62,2023,6,1
INT_0754,Design,24,Arts,12/5/2023,Completed,5/21/2024,,,Low,44.5,75.5,7.2,20,3.51,2023,12,1
INT_0755,Business,12,Business,7/20/2023,Completed,10/12/2023,,,Medium,30.8,78.6,8.7,26,3.23,2023,7,1
INT_0756,Marketing,12,Engineering,12/13/2023,Completed,3/6/2024,,,High,37.1,87.7,8,30,3.35,2023,12,1
INT_0757,Research,16,Computer Science,10/11/2023,Dropped Out,,3,Academic,High,12.9,47.6,6,18,2.91,2023,10,0
INT_0758,Engineering,24,Science,10/8/2023,Completed,3/24/2024,,,High,30.9,73.9,8.9,22,3.29,2023,10,1
INT_0759,Data Science,16,Business,7/31/2023,Completed,11/20/2023,,,High,32.2,89.2,9,26,3.26,2023,7,1
INT_0760,Data Science,12,Business,4/24/2023,Completed,7/17/2023,,,Medium,35,64.1,8.7,22,4.09,2023,4,1
INT_0761,Data Science,8,Business,12/10/2023,Completed,2/4/2024,,,Medium,39.9,78.8,8.3,18,3.34,2023,12,1
INT_0762,Business,24,Other,10/9/2023,Completed,3/25/2024,,,Low,38.7,90.9,8.3,28,3.34,2023,10,1
INT_0763,Engineering,16,Computer Science,4/12/2023,Completed,8/2/2023,,,High,37,77.8,9.8,25,3.66,2023,4,1
INT_0764,Marketing,16,Business,12/10/2023,Completed,3/31/2024,,,Medium,34.7,85.7,8.6,19,3.14,2023,12,1
INT_0765,Marketing,8,Business,6/12/2023,Completed,8/7/2023,,,Medium,33.2,95.5,9,23,3.07,2023,6,1
INT_0766,Business,16,Other,10/27/2023,Dropped Out,,10,Job Offer,Low,29.8,52.2,10,30,3.31,2023,10,0
INT_0767,Marketing,24,Business,1/3/2023,Completed,6/20/2023,,,Low,36.9,88.8,7.6,30,3.33,2023,1,1
INT_0768,Data Science,24,Engineering,7/4/2023,Dropped Out,,11,Performance,Low,34.7,80.9,7.7,25,3.07,2023,7,0
INT_0769,Design,16,Engineering,9/7/2023,Dropped Out,,3,Health,Medium,23.2,51.1,6.1,19,3.27,2023,9,0
INT_0770,Marketing,12,Science,4/11/2023,Dropped Out,,11,Academic,Low,17.7,52.4,5.7,29,3.32,2023,4,0
INT_0771,Engineering,8,Science,11/20/2023,Dropped Out,,5,Health,Low,16.8,60.5,6,24,3.09,2023,11,0
INT_0772,Business,12,Computer Science,10/10/2023,Dropped Out,,9,Performance,Low,13.5,45.3,6.6,28,2.35,2023,10,0
INT_0773,Data Science,16,Arts,4/25/2023,Completed,8/15/2023,,,High,35.1,95.5,6.8,27,3.21,2023,4,1
INT_0774,Research,16,Business,8/26/2023,Dropped Out,,2,Performance,High,23.5,63.4,8,23,3.88,2023,8,0
INT_0775,Business,8,Other,5/3/2023,Completed,6/28/2023,,,High,42,81.2,9.3,30,3.01,2023,5,1
INT_0776,Business,12,Science,3/13/2023,Completed,6/5/2023,,,Medium,29,61.8,9.8,20,2.87,2023,3,1
INT_0777,Business,12,Other,9/5/2023,Completed,11/28/2023,,,High,39.5,68.3,8.5,18,3.21,2023,9,1
INT_0778,Data Science,24,Business,2/2/2023,Dropped Out,,8,Academic,Low,21.3,62.6,5.3,28,2.66,2023,2,0
INT_0779,Data Science,16,Arts,8/29/2023,Completed,12/19/2023,,,High,37.4,91.8,8.7,18,3.08,2023,8,1
INT_0780,Engineering,16,Computer Science,12/27/2023,Completed,4/17/2024,,,High,30,83.2,5.2,28,3.27,2023,12,1
INT_0781,Marketing,16,Science,10/6/2023,Completed,1/26/2024,,,Medium,42.3,93.1,8.3,24,3.02,2023,10,1
INT_0782,Research,24,Engineering,10/28/2023,Completed,4/13/2024,,,High,31.5,65.3,8.7,19,4.02,2023,10,1
INT_0783,Business,16,Arts,4/25/2023,Dropped Out,,6,Job Offer,Medium,23.3,87.6,6,25,3.32,2023,4,0
INT_0784,Design,8,Science,3/13/2023,Dropped Out,,2,Academic,Medium,18.5,77.3,6.5,26,3.21,2023,3,0
INT_0785,Research,16,Business,3/18/2023,Dropped Out,,6,Health,Low,27.3,56.6,3.2,29,2.99,2023,3,0
INT_0786,Engineering,12,Arts,6/19/2023,Completed,9/11/2023,,,High,40,80,7.3,25,2.9,2023,6,1
INT_0787,Research,24,Arts,4/18/2023,Completed,10/3/2023,,,High,36.2,71.7,7.5,28,2.53,2023,4,1
INT_0788,Design,8,Business,1/23/2023,Completed,3/20/2023,,,Low,24.6,84.1,8.3,27,3.07,2023,1,1
INT_0789,Data Science,12,Other,9/20/2023,Completed,12/13/2023,,,Low,30.4,80.1,7.9,27,3.32,2023,9,1
INT_0790,Data Science,8,Business,5/13/2023,Completed,7/8/2023,,,High,35.9,98,9.4,26,3.04,2023,5,1
INT_0791,Design,8,Other,12/5/2023,Completed,1/30/2024,,,High,42.8,85.7,7.5,19,2.84,2023,12,1
INT_0792,Data Science,24,Science,8/30/2023,Completed,2/14/2024,,,High,28.1,69,6.7,20,3.26,2023,8,1
INT_0793,Data Science,24,Science,3/15/2023,Dropped Out,,6,Health,Medium,20.9,51.5,8.9,28,3.21,2023,3,0
INT_0794,Business,16,Business,12/18/2023,Dropped Out,,8,Health,Low,17,71.3,4.3,27,3.24,2023,12,0
INT_0795,Engineering,12,Arts,7/17/2023,Completed,10/9/2023,,,Low,32.5,84.1,8.3,18,3.36,2023,7,1
INT_0796,Data Science,24,Business,11/7/2023,Completed,4/23/2024,,,Low,33,73.2,7.9,25,3.31,2023,11,1
INT_0797,Business,8,Science,9/15/2023,Dropped Out,,1,Performance,Medium,35.5,56.5,8.4,28,2.61,2023,9,0
INT_0798,Data Science,8,Other,11/29/2023,Completed,1/24/2024,,,Medium,40.9,89.8,8.2,24,2.99,2023,11,1
INT_0799,Marketing,8,Other,9/29/2023,Completed,11/24/2023,,,Medium,28,98.2,8.9,30,2.77,2023,9,1
INT_0800,Design,24,Engineering,10/29/2023,Dropped Out,,23,Health,High,17.3,60.3,4.8,19,2.92,2023,10,0
INT_0801,Design,12,Engineering,9/2/2023,Completed,11/25/2023,,,Medium,40.9,100,7,19,3.76,2023,9,1
INT_0802,Marketing,24,Engineering,4/7/2023,Dropped Out,,1,Health,Low,23.8,43.5,5,26,3.4,2023,4,0
INT_0803,Engineering,8,Arts,12/2/2023,Completed,1/27/2024,,,Medium,33.4,93,6.8,30,3.66,2023,12,1
INT_0804,Marketing,24,Engineering,2/24/2023,Completed,8/11/2023,,,Low,28,90.9,7.4,28,3.12,2023,2,1
INT_0805,Business,16,Engineering,10/2/2023,Completed,1/22/2024,,,Medium,32.3,82.4,6.9,23,3.18,2023,10,1
INT_0806,Business,16,Other,7/23/2023,Completed,11/12/2023,,,Medium,36.6,100,8.7,24,3.6,2023,7,1
INT_0807,Business,24,Business,7/9/2023,Completed,12/24/2023,,,Medium,32.6,80.7,8.1,25,3.44,2023,7,1
INT_0808,Marketing,16,Science,6/26/2023,Completed,10/16/2023,,,Medium,31.3,96.9,9.9,24,3.3,2023,6,1
INT_0809,Research,12,Other,3/2/2023,Completed,5/25/2023,,,High,33.8,68.3,9.6,25,2.87,2023,3,1
INT_0810,Research,12,Computer Science,4/20/2023,Completed,7/13/2023,,,High,25.8,76.1,8.4,30,3.41,2023,4,1
INT_0811,Marketing,8,Business,7/19/2023,Completed,9/13/2023,,,High,38.5,82.5,10,18,3.36,2023,7,1
INT_0812,Engineering,12,Arts,11/4/2023,Completed,1/27/2024,,,Medium,31,65.9,7.9,19,3.6,2023,11,1
INT_0813,Marketing,12,Engineering,2/10/2023,Dropped Out,,7,Performance,Medium,26.3,73.6,7.6,27,3.45,2023,2,0
INT_0814,Research,16,Other,11/2/2023,Dropped Out,,13,Personal,Low,20.6,63,9.3,28,2.82,2023,11,0
INT_0815,Design,24,Computer Science,4/14/2023,Completed,9/29/2023,,,High,31.3,97.9,6.8,30,3.4,2023,4,1
INT_0816,Business,16,Business,1/18/2023,Dropped Out,,9,Health,Medium,13.7,68.3,8,29,2.86,2023,1,0
INT_0817,Data Science,12,Other,1/19/2023,Completed,4/13/2023,,,Low,30.6,59.1,8.6,28,3.58,2023,1,1
INT_0818,Engineering,12,Computer Science,5/22/2023,Completed,8/14/2023,,,High,33.3,68.9,8.1,23,3.07,2023,5,1
INT_0819,Research,24,Arts,10/28/2023,Completed,4/13/2024,,,Medium,38.8,73.1,8.8,18,3.69,2023,10,1
INT_0820,Research,8,Computer Science,10/9/2023,Completed,12/4/2023,,,Medium,38.4,100,9.8,26,3.5,2023,10,1
INT_0821,Business,16,Engineering,5/22/2023,Dropped Out,,4,Performance,Low,10.1,78,4.9,24,3.28,2023,5,0
INT_0822,Business,8,Engineering,3/31/2023,Dropped Out,,1,Health,Medium,22.2,53.4,6.8,19,3.69,2023,3,0
INT_0823,Business,16,Engineering,3/1/2023,Completed,6/21/2023,,,High,40.8,84.1,9.8,22,3.05,2023,3,1
INT_0824,Business,16,Other,8/15/2023,Completed,12/5/2023,,,High,37.7,89.3,8.1,27,2.69,2023,8,1
INT_0825,Design,12,Engineering,8/23/2023,Completed,11/15/2023,,,Medium,36.6,100,6.7,27,3.41,2023,8,1
INT_0826,Engineering,24,Computer Science,5/13/2023,Completed,10/28/2023,,,Low,34.5,82.6,10,28,3.27,2023,5,1
INT_0827,Data Science,12,Engineering,7/31/2023,Completed,10/23/2023,,,High,37.9,84.2,9,26,3.27,2023,7,1
INT_0828,Business,8,Other,5/15/2023,Completed,7/10/2023,,,Low,32,88.6,9,19,2.44,2023,5,1
INT_0829,Design,16,Computer Science,10/11/2023,Completed,1/31/2024,,,High,29.2,88.5,10,25,2.6,2023,10,1
INT_0830,Marketing,16,Business,10/21/2023,Dropped Out,,12,Personal,Low,27.8,67.9,7,25,3.78,2023,10,0
INT_0831,Research,12,Business,5/4/2023,Completed,7/27/2023,,,High,40.6,100,8.1,21,4.2,2023,5,1
INT_0832,Data Science,12,Business,11/13/2023,Completed,2/5/2024,,,Low,36.2,64.2,9.3,30,2.98,2023,11,1
INT_0833,Engineering,8,Computer Science,12/13/2023,Completed,2/7/2024,,,High,34.4,76.7,7.4,25,3.97,2023,12,1
INT_0834,Business,8,Science,1/22/2023,Completed,3/19/2023,,,High,25.1,92.5,5.4,23,3.21,2023,1,1
INT_0835,Business,16,Arts,10/22/2023,Completed,2/11/2024,,,High,34.9,79.5,9.4,25,3.11,2023,10,1
INT_0836,Data Science,16,Arts,4/24/2023,Completed,8/14/2023,,,Medium,43.2,88.6,7.2,20,3.19,2023,4,1
INT_0837,Engineering,24,Arts,10/4/2023,Dropped Out,,12,Performance,Low,44.1,70.7,5.8,28,2.56,2023,10,0
INT_0838,Data Science,24,Computer Science,12/24/2023,Completed,6/9/2024,,,Medium,32.6,91.3,8.5,23,2.64,2023,12,1
INT_0839,Research,8,Computer Science,12/12/2023,Completed,2/6/2024,,,Medium,35.6,78.3,10,27,3.11,2023,12,1
INT_0840,Engineering,16,Engineering,11/10/2023,Completed,3/1/2024,,,High,32.4,84.1,10,20,2.63,2023,11,1
INT_0841,Business,16,Business,5/18/2023,Completed,9/7/2023,,,Medium,28.8,73.8,8.1,27,2.87,2023,5,1
INT_0842,Marketing,16,Business,9/13/2023,Completed,1/3/2024,,,Medium,43,93,9.8,24,2.63,2023,9,1
INT_0843,Research,16,Engineering,7/25/2023,Completed,11/14/2023,,,Medium,43.1,83.9,7.1,20,2.74,2023,7,1
INT_0844,Business,12,Science,12/18/2023,Dropped Out,,2,Job Offer,Low,24.8,54.7,6.4,30,3.51,2023,12,0
INT_0845,Data Science,24,Arts,4/11/2023,Dropped Out,,5,Performance,Low,18.8,46.5,6.4,30,3.66,2023,4,0
INT_0846,Engineering,12,Arts,9/13/2023,Completed,12/6/2023,,,Low,34.5,88.9,7.4,28,3.27,2023,9,1
INT_0847,Business,16,Arts,6/3/2023,Dropped Out,,14,Health,Low,26,75.6,6.4,18,2.8,2023,6,0
INT_0848,Design,8,Other,3/25/2023,Dropped Out,,7,Job Offer,Low,32.7,61.4,7.5,25,3.31,2023,3,0
INT_0849,Research,8,Arts,6/21/2023,Completed,8/16/2023,,,Medium,33,77.3,9.6,23,3.65,2023,6,1
INT_0850,Business,16,Engineering,1/11/2023,Completed,5/3/2023,,,Medium,37.9,78,6.2,23,3.14,2023,1,1
INT_0851,Research,12,Science,10/22/2023,Completed,1/14/2024,,,High,34.5,82.5,6.7,26,3.16,2023,10,1
INT_0852,Data Science,16,Engineering,6/16/2023,Dropped Out,,8,Performance,Medium,21.9,60.4,7.3,19,2.92,2023,6,0
INT_0853,Design,16,Arts,11/20/2023,Completed,3/11/2024,,,High,33.2,85.5,8.4,20,3,2023,11,1
INT_0854,Research,16,Arts,11/20/2023,Completed,3/11/2024,,,High,39.3,85.8,10,24,3.05,2023,11,1
INT_0855,Engineering,8,Business,6/25/2023,Completed,8/20/2023,,,Medium,35.8,89.2,9.3,23,3.13,2023,6,1
INT_0856,Research,16,Other,5/17/2023,Completed,9/6/2023,,,High,41.2,74.7,9.4,24,2.96,2023,5,1
INT_0857,Marketing,24,Engineering,10/28/2023,Dropped Out,,15,Performance,Medium,23.7,55.6,4,20,2.76,2023,10,0
INT_0858,Data Science,8,Business,5/1/2023,Dropped Out,,6,Academic,Medium,35.8,78.3,5.9,21,3.3,2023,5,0
INT_0859,Data Science,24,Computer Science,2/18/2023,Dropped Out,,16,Health,Low,33.4,62.2,4.6,18,2.76,2023,2,0
INT_0860,Engineering,24,Science,2/12/2023,Dropped Out,,20,Personal,Low,37.5,42,9.3,19,3.05,2023,2,0
INT_0861,Research,24,Engineering,4/28/2023,Completed,10/13/2023,,,Medium,34.3,81.8,6.6,22,3.16,2023,4,1
INT_0862,Design,12,Business,9/27/2023,Completed,12/20/2023,,,High,32,83.6,9.9,18,3.28,2023,9,1
INT_0863,Engineering,16,Engineering,9/1/2023,Completed,12/22/2023,,,Medium,43.4,95,10,26,2.93,2023,9,1
INT_0864,Marketing,24,Business,12/24/2023,Completed,6/9/2024,,,Medium,33.8,85,10,27,3.71,2023,12,1
INT_0865,Business,24,Other,11/22/2023,Completed,5/8/2024,,,High,35.8,84.6,8.6,24,2.11,2023,11,1
INT_0866,Business,16,Engineering,9/4/2023,Dropped Out,,13,Academic,Medium,30,89.6,6.8,25,3.32,2023,9,0
INT_0867,Marketing,16,Arts,5/14/2023,Completed,9/3/2023,,,Low,23.2,79.9,7.4,18,3.19,2023,5,1
INT_0868,Engineering,12,Engineering,5/27/2023,Completed,8/19/2023,,,Medium,40,82.8,9.3,18,3.01,2023,5,1
INT_0869,Research,24,Arts,6/3/2023,Dropped Out,,14,Job Offer,Low,10.1,66.7,8.3,27,3.16,2023,6,0
INT_0870,Data Science,8,Science,7/11/2023,Completed,9/5/2023,,,Low,33.5,82.5,10,26,2.92,2023,7,1
INT_0871,Design,24,Business,3/25/2023,Completed,9/9/2023,,,Medium,32,80.1,9.2,28,3.13,2023,3,1
INT_0872,Design,24,Business,5/15/2023,Completed,10/30/2023,,,Low,35,88.1,10,28,3.06,2023,5,1
INT_0873,Data Science,16,Engineering,11/29/2023,Dropped Out,,13,Job Offer,Medium,17.2,79.7,5.8,24,2.76,2023,11,0
