university,gpa,country,timezone,submission_duration_min,position_applied,years_experience,technical_skills_count,soft_skills_count,resume_file_size_kb,device_type,referral_source,is_fraudulent,email_username_length,has_suspicious_domain,name_length_ratio,suspicious_ip,submission_speed,application_hour,is_night_hour,application_dayofweek,application_month
Liberal Arts College,3.72,Brazil,CET,81,Data Science Intern,2,5,2,253,Mobile iOS,University,False,15,0,0.55,0,16.2,12,0,3,2
Liberal Arts College,3.69,,,7,Data Science Intern,6,6,5,28,Automated Script,,True,14,0,0.6,1,1.1666666666666667,0,1,0,4
State University,3.99,Unknown,UTC,2,Marketing Intern,5,8,7,58,Unknown Browser,Unknown,True,10,1,0.45,0,0.25,12,0,1,3
Liberal Arts College,3.03,Brazil,CET,86,Marketing Intern,0,5,2,97,Mac Safari,Company Website,False,15,0,0.55,0,17.2,10,0,2,4
State University,3.24,UK,IST,53,Research Assistant,1,5,4,352,Mobile iOS,LinkedIn,False,17,0,0.65,0,10.6,17,0,2,1
Tech Institute,3.74,USA,GMT,100,Software Developer Intern,0,5,2,326,Mobile iOS,LinkedIn,False,14,0,0.5,0,20.0,16,0,0,6
State University,3.26,China,CST,64,Business Analyst Intern,1,3,4,114,Mobile iOS,Job Portal,False,14,0,0.5,0,21.33333333333333,11,0,1,4
Community College,3.46,Brazil,PST,83,Data Science Intern,2,2,2,69,Mac Safari,Job Portal,False,14,0,0.5,0,41.5,17,0,1,1
Online University,3.51,UK,CET,32,Marketing Intern,2,3,4,331,Mobile iOS,LinkedIn,False,13,0,0.45,0,10.666666666666666,11,0,0,4
Liberal Arts College,3.85,Canada,CET,63,Research Assistant,1,5,3,382,Mac Safari,LinkedIn,False,16,0,0.6,0,12.6,14,0,2,1
Online University,3.27,USA,GMT,25,Business Analyst Intern,1,4,2,288,Windows Firefox,University,False,13,0,0.45,0,6.25,17,0,2,5
Liberal Arts College,3.38,Canada,CET,119,Marketing Intern,1,5,4,124,Windows Chrome,Company Website,False,13,0,0.45,0,23.8,14,0,1,2
Liberal Arts College,3.74,Unknown,UTC,10,Business Analyst Intern,5,6,8,37,Automated Script,Unknown,True,15,0,0.65,1,1.6666666666666667,5,1,4,6
Online University,3.32,India,CST,66,Research Assistant,2,3,2,310,Mobile iOS,LinkedIn,False,13,0,0.45,0,22.0,16,0,2,5
Liberal Arts College,3.28,Australia,PST,69,Data Science Intern,0,2,3,326,Mobile iOS,LinkedIn,False,14,0,0.5,0,34.5,9,0,4,6
Liberal Arts College,3.15,Brazil,IST,57,Research Assistant,0,5,2,403,Windows Firefox,Company Website,False,14,0,0.5,0,11.4,17,0,4,2
Community College,3.12,Brazil,CET,36,Research Assistant,1,5,3,94,Mobile iOS,LinkedIn,False,16,0,0.6,0,7.2,17,0,1,4
International University,3.55,China,CET,114,Research Assistant,0,2,2,248,Windows Firefox,Job Portal,False,16,0,0.6,0,57.0,10,0,0,4
Online University,3.58,Canada,IST,48,Software Developer Intern,0,4,2,188,Windows Chrome,University,False,15,0,0.55,0,12.0,11,0,2,1
International University,2.87,Australia,PST,74,Software Developer Intern,1,3,3,383,Mobile iOS,University,False,14,0,0.5,0,24.666666666666668,11,0,4,1
Online University,3.65,Brazil,CST,36,Software Developer Intern,0,3,4,75,Windows Firefox,Company Website,False,15,0,0.55,0,12.0,10,0,2,5
Community College,3.76,UK,CET,98,Data Science Intern,0,4,3,482,Windows Firefox,Job Portal,False,14,0,0.5,0,24.5,17,0,5,1
State University,3.56,Germany,IST,28,Data Science Intern,0,5,4,293,Windows Chrome,LinkedIn,False,14,0,0.5,0,5.6,15,0,4,6
Community College,3.11,India,CET,69,Business Analyst Intern,2,3,3,359,Mobile iOS,LinkedIn,False,16,0,0.6,0,23.0,17,0,2,1
Community College,3.43,USA,GMT,20,Software Developer Intern,1,3,4,427,Windows Firefox,Job Portal,False,14,0,0.5,0,6.666666666666667,12,0,4,3
Community College,3.38,Brazil,GMT,46,Software Developer Intern,3,2,3,430,Windows Firefox,Company Website,False,14,0,0.5,0,23.0,16,0,6,1
Community College,3.92,China,,2,Research Assistant,8,8,8,92,Windows Chrome,Unknown,True,11,1,0.5,0,0.25,20,0,5,4
Tech Institute,3.48,Brazil,CET,115,Business Analyst Intern,1,5,3,460,Mac Safari,University,False,17,0,0.65,0,23.0,10,0,0,2
International University,3.66,Canada,CET,75,Software Developer Intern,1,3,4,263,Mobile iOS,University,False,15,0,0.55,0,25.0,16,0,2,1
No University,3.24,Multiple,UTC,4,Business Analyst Intern,2,10,6,80,Unknown Browser,Direct,True,10,0,0.55,0,0.4,20,0,0,5
State University,3.41,UK,PST,42,Research Assistant,0,4,4,236,Windows Firefox,Job Portal,False,13,0,0.45,0,10.5,12,0,6,3
International University,3.88,Canada,EST,47,Research Assistant,2,4,4,217,Windows Firefox,Company Website,False,13,0,0.45,0,11.75,17,0,6,1
State University,3.0,Germany,GMT,42,Research Assistant,0,5,3,292,Windows Chrome,University,False,14,0,0.5,0,8.4,17,0,2,1
State University,3.24,USA,CET,36,Research Assistant,0,4,2,410,Windows Firefox,University,False,13,0,0.45,0,9.0,12,0,6,4
Community College,3.34,China,PST,105,Research Assistant,0,3,3,267,Mobile iOS,LinkedIn,False,14,0,0.55,0,35.0,13,0,0,6
Tech Institute,3.17,Canada,PST,83,Software Developer Intern,0,3,2,478,Mac Safari,Company Website,False,16,0,0.6,0,27.666666666666668,12,0,6,6
Online University,3.31,USA,CET,53,Research Assistant,0,2,3,332,Mobile iOS,LinkedIn,False,16,0,0.6,0,26.5,13,0,5,3
Online University,3.35,Brazil,IST,86,Data Science Intern,0,4,2,262,Mobile iOS,Company Website,False,12,0,0.5,0,21.5,14,0,2,4
Tech Institute,3.22,UK,CST,107,Software Developer Intern,1,5,3,278,Windows Firefox,Company Website,False,14,0,0.5,0,21.4,12,0,2,2
International University,2.99,UK,CST,71,Software Developer Intern,0,3,4,270,Mobile iOS,Job Portal,False,16,0,0.6,0,23.666666666666668,17,0,4,2
Liberal Arts College,3.48,Canada,GMT,101,Marketing Intern,1,2,3,408,Windows Chrome,Job Portal,False,14,0,0.5,0,50.5,16,0,4,6
State University,3.35,UK,CET,60,Data Science Intern,2,2,3,486,Windows Chrome,Company Website,False,13,0,0.45,0,30.0,16,0,5,2
State University,3.2,China,CST,109,Data Science Intern,1,5,4,263,Windows Firefox,Company Website,False,14,0,0.5,0,21.8,15,0,4,2
International University,3.49,UK,EST,45,Research Assistant,0,2,3,124,Mobile iOS,Job Portal,False,15,0,0.55,0,22.5,15,0,4,3
Community College,3.35,Canada,IST,95,Business Analyst Intern,2,4,4,436,Mac Safari,University,False,15,0,0.55,0,23.75,17,0,2,4
Online University,3.57,Brazil,GMT,69,Business Analyst Intern,0,4,2,208,Windows Firefox,University,False,13,0,0.45,0,17.25,17,0,2,4
Online Degree Mill,3.42,Australia,,3,Research Assistant,8,9,6,98,Windows Chrome,Unknown,True,8,0,0.45,0,0.3333333333333333,8,0,6,1
Online University,3.4,USA,CST,38,Research Assistant,2,5,4,52,Mac Safari,University,False,14,0,0.5,0,7.6,14,0,4,1
Tech Institute,2.99,Australia,GMT,107,Data Science Intern,0,4,3,444,Windows Chrome,Company Website,False,15,0,0.55,0,26.75,13,0,2,6
State University,3.23,China,CET,37,Marketing Intern,0,5,4,143,Mobile iOS,Job Portal,False,13,0,0.45,0,7.4,13,0,2,2
Community College,2.89,UK,EST,67,Data Science Intern,2,3,2,203,Windows Chrome,Job Portal,False,13,0,0.45,0,22.33333333333333,13,0,2,5
International University,3.76,Brazil,GMT,32,Software Developer Intern,1,2,4,325,Windows Chrome,University,False,16,0,0.6,0,16.0,15,0,0,5
Online University,3.83,Unknown,UTC,3,Business Analyst Intern,6,10,6,59,Windows Chrome,,True,12,1,0.55,0,0.3,7,0,6,2
Liberal Arts College,3.91,India,Unknown,1,Software Developer Intern,7,7,7,94,Automated Script,,True,6,1,0.7,1,0.1428571428571428,0,1,3,3
Tech Institute,3.84,Germany,EST,55,Research Assistant,1,5,2,98,Mobile iOS,Job Portal,False,14,0,0.55,0,11.0,12,0,5,5
Online University,3.62,India,CST,92,Data Science Intern,1,3,3,352,Mobile iOS,University,False,17,0,0.65,0,30.666666666666668,10,0,0,4
Online University,3.27,Canada,CET,106,Business Analyst Intern,1,5,2,377,Windows Chrome,Company Website,False,15,0,0.55,0,21.2,10,0,3,2
Online Degree Mill,2.93,UK,Unknown,9,Marketing Intern,6,8,7,46,Windows Chrome,Unknown,True,7,0,0.4,0,1.125,9,0,6,2
Tech Institute,3.29,Germany,CST,43,Data Science Intern,1,5,4,283,Windows Firefox,Job Portal,False,15,0,0.55,0,8.6,10,0,4,6
Online University,3.04,Germany,EST,61,Business Analyst Intern,2,2,4,402,Mac Safari,University,False,15,0,0.55,0,30.5,10,0,0,2
State University,3.69,USA,PST,114,Business Analyst Intern,2,3,2,412,Mac Safari,University,False,15,0,0.55,0,38.0,17,0,2,4
State University,3.56,India,CST,40,Business Analyst Intern,2,5,3,203,Windows Firefox,Company Website,False,17,0,0.65,0,8.0,15,0,5,5
Community College,3.37,India,EST,83,Software Developer Intern,1,2,3,152,Mac Safari,University,False,17,0,0.65,0,41.5,10,0,5,4
Online University,3.49,India,EST,47,Research Assistant,2,5,3,434,Windows Chrome,Job Portal,False,14,0,0.5,0,9.4,12,0,3,4
State University,3.91,China,UTC,6,Data Science Intern,5,7,6,42,Unknown Browser,,True,10,1,0.45,0,0.8571428571428571,12,0,4,3
Online University,3.42,Germany,IST,59,Software Developer Intern,1,2,2,296,Mac Safari,University,False,14,0,0.5,0,29.5,15,0,2,4
State University,3.39,India,GMT,39,Business Analyst Intern,1,4,2,394,Mobile iOS,Job Portal,False,15,0,0.55,0,9.75,16,0,1,4
State University,3.86,Germany,UTC,4,Marketing Intern,6,9,5,24,Automated Script,Direct,True,6,1,0.7,1,0.4444444444444444,0,1,0,3
Tech Institute,3.1,USA,EST,117,Research Assistant,1,2,3,400,Windows Chrome,University,False,13,0,0.45,0,58.5,16,0,3,4
Tech Institute,3.14,Australia,CET,77,Marketing Intern,2,3,3,136,Mobile iOS,LinkedIn,False,15,0,0.55,0,25.666666666666668,10,0,4,6
Liberal Arts College,2.75,India,CET,58,Research Assistant,0,2,4,220,Windows Firefox,University,False,14,0,0.5,0,29.0,17,0,0,5
International University,3.46,USA,IST,67,Marketing Intern,0,5,3,382,Windows Firefox,LinkedIn,False,17,0,0.65,0,13.4,16,0,4,2
Tech Institute,3.72,Brazil,UTC,3,Marketing Intern,5,8,8,59,Automated Script,Direct,True,6,1,0.7,1,0.375,0,1,6,1
Liberal Arts College,3.46,USA,IST,52,Software Developer Intern,1,3,3,443,Windows Chrome,LinkedIn,False,14,0,0.5,0,17.333333333333332,15,0,4,3
Online University,3.14,China,EST,43,Marketing Intern,0,2,2,279,Mobile iOS,Job Portal,False,14,0,0.5,0,21.5,13,0,0,2
Liberal Arts College,3.35,Brazil,IST,116,Research Assistant,1,2,4,463,Mobile iOS,LinkedIn,False,16,0,0.6,0,58.0,14,0,0,2
Tech Institute,3.55,China,GMT,78,Marketing Intern,0,3,4,425,Windows Chrome,Job Portal,False,14,0,0.5,0,26.0,16,0,2,5
Liberal Arts College,3.08,Canada,PST,119,Marketing Intern,2,3,3,85,Windows Chrome,LinkedIn,False,15,0,0.55,0,39.66666666666666,13,0,4,1
Tech Institute,3.38,Australia,CET,59,Software Developer Intern,0,2,3,52,Windows Firefox,Company Website,False,16,0,0.6,0,29.5,15,0,0,5
Community College,3.76,Unknown,Unknown,9,Software Developer Intern,6,10,8,79,Automated Script,,True,15,0,0.65,1,0.9,19,0,6,5
Liberal Arts College,3.37,China,IST,53,Business Analyst Intern,1,2,4,279,Windows Firefox,LinkedIn,False,13,0,0.45,0,26.5,17,0,4,2
Community College,3.11,Brazil,IST,101,Marketing Intern,1,2,4,71,Windows Chrome,LinkedIn,False,13,0,0.45,0,50.5,9,0,2,5
Liberal Arts College,3.69,Australia,EST,24,Business Analyst Intern,1,2,4,446,Mac Safari,University,False,14,0,0.5,0,12.0,16,0,1,3
Online University,3.0,Australia,EST,30,Marketing Intern,2,4,4,122,Windows Firefox,Company Website,False,13,0,0.45,0,7.5,17,0,3,1
Liberal Arts College,3.47,Brazil,IST,52,Marketing Intern,0,2,3,272,Windows Chrome,Job Portal,False,13,0,0.5,0,26.0,17,0,0,4
Online University,3.22,USA,EST,24,Business Analyst Intern,1,2,2,134,Mac Safari,Company Website,False,14,0,0.5,0,12.0,11,0,1,4
Fake University,3.0,Australia,UTC,6,Research Assistant,10,7,7,34,Windows Chrome,,True,11,0,0.6,0,0.8571428571428571,19,0,1,2
Community College,3.11,Brazil,CST,20,Research Assistant,1,5,3,253,Windows Chrome,University,False,13,0,0.45,0,4.0,12,0,3,4
Liberal Arts College,3.62,UK,CST,115,Data Science Intern,3,3,2,154,Mobile iOS,Company Website,False,15,0,0.55,0,38.333333333333336,17,0,0,1
Tech Institute,3.67,USA,GMT,49,Data Science Intern,1,2,2,446,Windows Firefox,LinkedIn,False,16,0,0.6,0,24.5,14,0,3,6
Liberal Arts College,3.15,Canada,IST,55,Marketing Intern,1,4,4,91,Mobile iOS,LinkedIn,False,16,0,0.6,0,13.75,12,0,5,5
International University,3.27,China,IST,104,Data Science Intern,1,3,3,286,Mobile iOS,LinkedIn,False,14,0,0.5,0,34.666666666666664,12,0,1,5
State University,3.03,Brazil,EST,68,Business Analyst Intern,2,4,3,362,Windows Firefox,Company Website,False,16,0,0.6,0,17.0,16,0,3,3
Tech Institute,3.78,USA,PST,82,Marketing Intern,0,3,2,182,Mobile iOS,Company Website,False,14,0,0.5,0,27.33333333333333,16,0,2,3
International University,3.64,India,GMT,116,Marketing Intern,0,2,3,57,Mac Safari,University,False,15,0,0.55,0,58.0,11,0,5,1
Online University,3.41,USA,EST,83,Software Developer Intern,1,2,3,163,Windows Chrome,LinkedIn,False,13,0,0.45,0,41.5,9,0,4,2
Online University,3.45,UK,CET,93,Software Developer Intern,1,3,4,70,Mac Safari,LinkedIn,False,13,0,0.45,0,31.0,11,0,1,3
Fake University,1.94,Multiple,Unknown,6,Marketing Intern,3,7,6,41,Unknown Browser,Unknown,True,8,0,0.45,0,0.8571428571428571,12,0,5,6
Liberal Arts College,3.39,China,CST,79,Data Science Intern,1,4,2,154,Windows Chrome,LinkedIn,False,14,0,0.5,0,19.75,11,0,0,3
Online University,3.32,China,IST,100,Research Assistant,0,2,2,325,Windows Chrome,Job Portal,False,13,0,0.5,0,50.0,9,0,3,5
International University,3.33,China,IST,107,Business Analyst Intern,3,3,2,284,Windows Chrome,LinkedIn,False,16,0,0.6,0,35.666666666666664,16,0,6,6
Community College,3.75,India,CST,42,Business Analyst Intern,1,3,3,342,Mac Safari,Job Portal,False,13,0,0.45,0,14.0,10,0,5,2
Liberal Arts College,3.12,India,EST,83,Data Science Intern,3,4,2,387,Mobile iOS,Job Portal,False,15,0,0.55,0,20.75,16,0,3,6
Liberal Arts College,3.41,Brazil,IST,119,Marketing Intern,0,5,4,409,Mac Safari,Job Portal,False,15,0,0.55,0,23.8,17,0,2,5
Community College,3.14,USA,CET,102,Marketing Intern,2,5,3,360,Mac Safari,Job Portal,False,14,0,0.5,0,20.4,11,0,3,2
Liberal Arts College,3.33,UK,IST,76,Research Assistant,1,3,3,75,Windows Firefox,LinkedIn,False,13,0,0.45,0,25.33333333333333,11,0,4,1
Tech Institute,3.53,Germany,CST,103,Software Developer Intern,2,5,4,167,Windows Chrome,LinkedIn,False,14,0,0.5,0,20.6,10,0,1,5
International University,3.56,China,CST,65,Business Analyst Intern,1,5,3,400,Windows Chrome,Job Portal,False,13,0,0.45,0,13.0,9,0,3,4
Online University,3.79,Australia,Unknown,10,Research Assistant,5,10,7,87,Windows Chrome,Direct,True,12,1,0.55,0,1.0,22,0,5,6
Liberal Arts College,3.59,Canada,CET,44,Data Science Intern,2,4,3,471,Mac Safari,Job Portal,False,15,0,0.55,0,11.0,13,0,6,6
State University,3.78,India,UTC,3,Business Analyst Intern,8,8,7,45,Automated Script,,True,17,0,0.85,1,0.375,17,0,3,1
State University,3.85,,Unknown,8,Research Assistant,6,7,5,77,Windows Chrome,,True,11,1,0.5,0,1.1428571428571428,10,0,1,4
Tech Institute,3.66,UK,IST,61,Business Analyst Intern,0,5,2,55,Windows Firefox,LinkedIn,False,13,0,0.45,0,12.2,9,0,1,4
Online University,3.92,Canada,UTC,9,Data Science Intern,6,7,5,44,Windows Chrome,,True,10,1,0.45,0,1.2857142857142858,2,1,6,1
International University,3.42,China,EST,85,Software Developer Intern,0,2,3,476,Mac Safari,University,False,15,0,0.55,0,42.5,17,0,3,2
Online University,3.52,Australia,GMT,53,Data Science Intern,1,4,2,273,Mobile iOS,Job Portal,False,15,0,0.55,0,13.25,11,0,1,1
Tech Institute,3.91,Germany,CET,69,Marketing Intern,2,3,4,313,Mobile iOS,Job Portal,False,17,0,0.65,0,23.0,9,0,6,6
State University,3.01,Canada,EST,40,Business Analyst Intern,2,5,4,365,Windows Firefox,University,False,12,0,0.45,0,8.0,12,0,4,5
Liberal Arts College,3.67,China,UTC,1,Software Developer Intern,5,6,7,84,Automated Script,Direct,True,6,1,0.7,1,0.1666666666666666,0,1,4,4
Tech Institute,3.48,India,GMT,57,Research Assistant,2,2,2,250,Mobile iOS,LinkedIn,False,13,0,0.45,0,28.5,17,0,3,5
Community College,3.29,USA,GMT,120,Business Analyst Intern,0,4,2,163,Mobile iOS,University,False,14,0,0.5,0,30.0,9,0,4,2
International University,3.35,USA,CST,45,Research Assistant,1,2,2,211,Windows Chrome,Company Website,False,13,0,0.45,0,22.5,17,0,6,2
Online University,2.81,Germany,EST,27,Business Analyst Intern,0,3,2,396,Windows Firefox,Job Portal,False,14,0,0.5,0,9.0,16,0,6,4
Liberal Arts College,2.95,India,GMT,94,Marketing Intern,0,3,2,220,Windows Firefox,Job Portal,False,14,0,0.5,0,31.33333333333333,14,0,2,1
International University,3.03,Brazil,PST,42,Business Analyst Intern,0,2,3,77,Mac Safari,Company Website,False,14,0,0.5,0,21.0,13,0,6,4
Online Degree Mill,3.7,UK,UTC,7,Data Science Intern,2,7,6,72,Unknown Browser,Direct,True,7,0,0.4,0,1.0,10,0,4,2
Online University,3.34,China,PST,119,Marketing Intern,1,3,2,124,Windows Chrome,LinkedIn,False,15,0,0.55,0,39.66666666666666,12,0,1,3
Tech Institute,3.3,India,PST,63,Business Analyst Intern,3,2,3,411,Mobile iOS,Company Website,False,15,0,0.55,0,31.5,9,0,1,3
International University,3.18,Australia,PST,39,Marketing Intern,1,2,3,50,Windows Chrome,Job Portal,False,14,0,0.5,0,19.5,12,0,6,5
Online University,2.76,China,CST,83,Business Analyst Intern,4,2,3,379,Windows Chrome,LinkedIn,False,14,0,0.5,0,41.5,12,0,6,5
Tech Institute,3.6,Germany,CST,73,Software Developer Intern,1,5,4,345,Windows Firefox,Company Website,False,13,0,0.45,0,14.6,14,0,4,6
International University,3.3,Germany,PST,77,Marketing Intern,2,5,2,437,Mobile iOS,Company Website,False,12,0,0.45,0,15.4,9,0,6,6
International University,3.53,USA,CST,111,Data Science Intern,2,2,4,455,Mobile iOS,Company Website,False,14,0,0.5,0,55.5,16,0,3,2
Tech Institute,3.42,Australia,CET,52,Data Science Intern,3,5,3,350,Windows Chrome,Job Portal,False,13,0,0.45,0,10.4,16,0,2,3
International University,3.02,Canada,EST,95,Business Analyst Intern,3,3,2,461,Windows Chrome,Job Portal,False,15,0,0.55,0,31.666666666666668,11,0,4,4
Tech Institute,3.43,UK,IST,114,Marketing Intern,2,5,3,205,Windows Chrome,Company Website,False,13,0,0.45,0,22.8,15,0,4,5
State University,3.26,India,GMT,79,Business Analyst Intern,1,3,2,244,Windows Chrome,LinkedIn,False,17,0,0.65,0,26.33333333333333,10,0,6,5
No University,1.35,Brazil,Unknown,8,Data Science Intern,4,10,8,91,Windows Chrome,Direct,True,8,0,0.45,0,0.8,1,1,6,2
Online University,3.41,Brazil,EST,120,Research Assistant,0,2,2,81,Windows Firefox,LinkedIn,False,14,0,0.5,0,60.0,11,0,6,6
State University,3.55,UK,PST,106,Software Developer Intern,1,3,4,358,Windows Chrome,LinkedIn,False,13,0,0.45,0,35.333333333333336,10,0,0,2
Online University,2.61,Canada,IST,91,Research Assistant,2,5,4,438,Windows Chrome,Job Portal,False,15,0,0.55,0,18.2,13,0,4,6
Liberal Arts College,3.13,India,GMT,76,Business Analyst Intern,2,2,2,233,Mobile iOS,University,False,17,0,0.65,0,38.0,11,0,4,3
International University,2.84,India,CST,35,Software Developer Intern,2,3,2,262,Windows Firefox,University,False,15,0,0.55,0,11.666666666666666,15,0,4,2
Community College,3.26,Canada,EST,119,Marketing Intern,1,5,2,407,Windows Chrome,Company Website,False,13,0,0.5,0,23.8,11,0,4,2
State University,3.6,Canada,IST,96,Research Assistant,1,3,4,483,Mac Safari,Job Portal,False,14,0,0.55,0,32.0,12,0,5,5
Community College,3.41,Canada,PST,92,Marketing Intern,1,3,4,181,Mobile iOS,Job Portal,False,14,0,0.5,0,30.666666666666668,11,0,4,6
State University,3.48,USA,IST,100,Data Science Intern,1,5,2,405,Windows Firefox,University,False,15,0,0.55,0,20.0,12,0,3,1
Online University,3.07,Brazil,CST,117,Data Science Intern,1,3,3,470,Mobile iOS,LinkedIn,False,15,0,0.55,0,39.0,14,0,4,2
No University,3.69,Multiple,Unknown,2,Business Analyst Intern,10,10,6,57,Windows Chrome,Unknown,True,7,0,0.4,0,0.2,8,0,3,5
International University,3.24,Australia,IST,39,Data Science Intern,2,5,3,402,Mobile iOS,LinkedIn,False,15,0,0.55,0,7.8,9,0,3,3
State University,3.25,Canada,EST,97,Business Analyst Intern,0,2,4,479,Mobile iOS,University,False,15,0,0.55,0,48.5,17,0,5,5
International University,3.41,India,CST,28,Marketing Intern,2,4,2,158,Mobile iOS,Company Website,False,15,0,0.55,0,7.0,9,0,1,6
Tech Institute,3.49,India,IST,103,Software Developer Intern,1,3,2,310,Mac Safari,University,False,15,0,0.55,0,34.333333333333336,15,0,3,5
Tech Institute,3.77,Canada,CET,74,Software Developer Intern,1,2,4,390,Windows Chrome,Job Portal,False,14,0,0.55,0,37.0,10,0,2,6
Online University,3.5,China,EST,71,Data Science Intern,0,3,2,373,Windows Chrome,University,False,16,0,0.6,0,23.666666666666668,16,0,0,6
Online University,4.17,Australia,PST,98,Marketing Intern,1,4,3,299,Windows Firefox,University,False,13,0,0.45,0,24.5,11,0,1,2
Online University,3.37,India,CET,49,Business Analyst Intern,0,4,3,169,Windows Firefox,Company Website,False,14,0,0.5,0,12.25,15,0,5,5
Community College,3.75,UK,IST,81,Business Analyst Intern,1,2,3,475,Windows Firefox,University,False,16,0,0.6,0,40.5,15,0,3,4
International University,4.0,USA,EST,80,Research Assistant,1,2,3,409,Mac Safari,Company Website,False,16,0,0.6,0,40.0,11,0,6,5
State University,2.63,UK,PST,25,Data Science Intern,1,2,4,317,Windows Chrome,Job Portal,False,14,0,0.5,0,12.5,10,0,2,2
Tech Institute,3.76,India,IST,103,Marketing Intern,1,2,2,154,Windows Chrome,Company Website,False,13,0,0.5,0,51.5,13,0,1,4
Tech Institute,3.92,USA,UTC,5,Research Assistant,6,7,8,46,Automated Script,,True,6,1,0.7,1,0.7142857142857143,0,1,0,6
Community College,3.49,UK,GMT,38,Marketing Intern,2,5,4,93,Windows Firefox,University,False,14,0,0.5,0,7.6,9,0,6,5
Liberal Arts College,3.49,Brazil,CET,31,Marketing Intern,0,5,3,296,Windows Firefox,Job Portal,False,13,0,0.5,0,6.2,11,0,1,3
State University,3.38,Australia,IST,63,Research Assistant,0,5,3,486,Windows Chrome,Job Portal,False,15,0,0.55,0,12.6,17,0,3,3
Community College,3.13,India,CST,91,Marketing Intern,2,4,4,121,Mac Safari,LinkedIn,False,14,0,0.55,0,22.75,12,0,5,3
Online University,4.28,China,GMT,105,Business Analyst Intern,2,4,4,497,Mobile iOS,LinkedIn,False,14,0,0.5,0,26.25,9,0,0,3
International University,3.38,Brazil,CET,71,Software Developer Intern,0,2,4,188,Windows Firefox,LinkedIn,False,13,0,0.45,0,35.5,14,0,4,4
Tech Institute,3.05,Australia,CST,21,Data Science Intern,0,2,4,420,Windows Chrome,Company Website,False,13,0,0.45,0,10.5,9,0,4,3
Community College,3.72,,UTC,2,Research Assistant,6,9,7,60,Automated Script,Direct,True,6,1,0.7,1,0.2222222222222222,0,1,4,1
Liberal Arts College,3.36,Germany,EST,99,Marketing Intern,0,5,2,322,Mac Safari,Job Portal,False,15,0,0.55,0,19.8,16,0,6,4
Community College,3.59,India,PST,119,Business Analyst Intern,2,2,4,292,Mac Safari,Job Portal,False,16,0,0.6,0,59.5,13,0,1,2
Liberal Arts College,3.38,Australia,PST,59,Marketing Intern,2,2,2,434,Mobile iOS,Company Website,False,16,0,0.6,0,29.5,12,0,3,4
Online University,3.23,USA,PST,109,Software Developer Intern,2,3,3,481,Mac Safari,LinkedIn,False,14,0,0.5,0,36.333333333333336,9,0,0,1
Liberal Arts College,2.92,Brazil,CET,96,Software Developer Intern,0,4,3,280,Mobile iOS,Job Portal,False,13,0,0.45,0,24.0,14,0,0,1
State University,3.29,Australia,PST,107,Business Analyst Intern,1,3,3,478,Windows Firefox,Job Portal,False,14,0,0.5,0,35.666666666666664,9,0,4,5
Liberal Arts College,3.57,UK,PST,44,Research Assistant,2,2,2,251,Mac Safari,Job Portal,False,15,0,0.55,0,22.0,14,0,6,3
International University,3.62,Brazil,GMT,87,Research Assistant,1,2,4,497,Windows Chrome,Company Website,False,13,0,0.45,0,43.5,9,0,5,5
State University,3.9,,Unknown,5,Software Developer Intern,6,7,7,91,Automated Script,Direct,True,16,0,0.7,1,0.7142857142857143,12,0,6,1
Liberal Arts College,3.99,China,IST,39,Research Assistant,1,5,2,170,Windows Chrome,Job Portal,False,14,0,0.5,0,7.8,14,0,0,6
Tech Institute,4.01,Brazil,UTC,8,Research Assistant,5,9,5,30,Unknown Browser,Direct,True,12,1,0.55,0,0.8888888888888888,1,1,2,1
International University,3.59,UK,GMT,69,Research Assistant,3,2,3,64,Windows Chrome,LinkedIn,False,15,0,0.55,0,34.5,17,0,4,5
State University,3.82,UK,CET,71,Business Analyst Intern,1,2,4,114,Windows Firefox,University,False,17,0,0.65,0,35.5,12,0,5,1
Tech Institute,3.6,Canada,IST,79,Business Analyst Intern,0,5,2,214,Mobile iOS,University,False,14,0,0.5,0,15.8,11,0,4,4
State University,3.27,USA,EST,117,Software Developer Intern,1,2,2,308,Windows Chrome,Company Website,False,13,0,0.45,0,58.5,9,0,3,6
Community College,3.39,Germany,PST,61,Marketing Intern,2,2,4,290,Windows Chrome,University,False,14,0,0.5,0,30.5,17,0,5,1
Online University,3.92,Germany,EST,46,Business Analyst Intern,2,5,2,219,Mobile iOS,Company Website,False,13,0,0.5,0,9.2,10,0,6,2
Community College,3.4,Germany,EST,44,Research Assistant,2,3,2,499,Mobile iOS,Company Website,False,14,0,0.5,0,14.666666666666666,14,0,2,6
State University,3.15,Germany,EST,43,Software Developer Intern,2,3,3,284,Mac Safari,LinkedIn,False,15,0,0.55,0,14.333333333333334,13,0,3,2
Tech Institute,3.1,UK,EST,30,Software Developer Intern,1,5,4,134,Mobile iOS,Job Portal,False,16,0,0.6,0,6.0,10,0,5,3
Tech Institute,3.21,UK,GMT,118,Business Analyst Intern,1,3,4,324,Windows Chrome,LinkedIn,False,16,0,0.6,0,39.333333333333336,13,0,4,4
Community College,3.79,Australia,GMT,120,Data Science Intern,2,5,2,293,Windows Chrome,University,False,16,0,0.6,0,24.0,17,0,4,1
International University,3.97,USA,CET,103,Research Assistant,1,2,3,486,Mac Safari,Job Portal,False,13,0,0.45,0,51.5,15,0,1,2
