task_id,intern_id,year,month,task_type,task_complexity,expected_hours,actual_hours,completion_status,quality_score,days_to_complete,department
INT_0077_M2_T03,INT_0077,2024,2,Data Analysis,3,8,10.0,Completed Early,1.5,8,UX Design
INT_0077_M2_T04,INT_0077,2024,2,Testing,2,4,5.0,Completed On Time,2.1,7,UX Design
INT_0077_M2_T05,INT_0077,2024,2,Presentation,2,5,7.0,Completed Early,4.4,9,UX Design
INT_0077_M2_T06,INT_0077,2024,2,Presentation,2,5,5.6,Completed On Time,4.0,6,UX Design
INT_0077_M3_T01,INT_0077,2024,3,Documentation,1,3,4.1,Completed On Time,6.2,7,UX Design
INT_0077_M3_T02,INT_0077,2024,3,Research,3,10,13.0,Completed On Time,4.8,7,UX Design
INT_0077_M3_T03,INT_0077,2024,3,Testing,2,4,6.5,Completed On Time,7.0,7,UX Design
INT_0077_M3_T04,INT_0077,2024,3,Report Writing,2,6,7.7,Completed On Time,5.3,8,UX Design
INT_0077_M3_T05,INT_0077,2024,3,Data Analysis,3,8,12.1,Completed On Time,6.8,10,UX Design
INT_0077_M3_T06,INT_0077,2024,3,Testing,2,4,6.2,Completed Late,6.4,8,UX Design
INT_0077_M4_T01,INT_0077,2024,4,Presentation,2,5,7.5,Completed Late,4.9,8,UX Design
INT_0077_M4_T02,INT_0077,2024,4,Documentation,1,3,3.4,Completed Late,4.7,9,UX Design
INT_0077_M4_T03,INT_0077,2024,4,Research,3,10,10.0,Completed Early,4.1,9,UX Design
INT_0077_M4_T04,INT_0077,2024,4,Documentation,1,3,5.0,Completed On Time,3.8,9,UX Design
INT_0077_M4_T05,INT_0077,2024,4,Testing,2,4,4.9,Completed Late,5.1,10,UX Design
INT_0077_M4_T06,INT_0077,2024,4,Testing,2,4,4.9,Completed Early,2.7,9,UX Design
INT_0077_M4_T07,INT_0077,2024,4,Documentation,1,3,3.3,Completed Early,4.6,7,UX Design
INT_0077_M4_T08,INT_0077,2024,4,Testing,2,4,5.1,Completed Late,4.1,10,UX Design
INT_0077_M5_T01,INT_0077,2024,5,Research,3,10,15.2,Completed Late,5.3,11,UX Design
INT_0077_M5_T02,INT_0077,2024,5,Data Analysis,3,8,10.7,Completed Early,3.9,10,UX Design
INT_0077_M5_T03,INT_0077,2024,5,Presentation,2,5,6.8,Completed Early,5.7,10,UX Design
INT_0077_M5_T04,INT_0077,2024,5,Code Development,4,12,13.8,Completed Early,5.7,9,UX Design
INT_0077_M5_T05,INT_0077,2024,5,Report Writing,2,6,9.6,Completed Late,4.9,10,UX Design
INT_0077_M5_T06,INT_0077,2024,5,Data Analysis,3,8,11.3,Completed Early,5.7,8,UX Design
INT_0077_M5_T07,INT_0077,2024,5,Data Analysis,3,8,11.7,Completed On Time,5.4,9,UX Design
INT_0077_M5_T08,INT_0077,2024,5,Report Writing,2,6,6.9,Extended,4.8,9,UX Design
INT_0077_M6_T01,INT_0077,2024,6,Data Analysis,3,8,10.0,Completed Late,2.3,7,UX Design
INT_0077_M6_T02,INT_0077,2024,6,Presentation,2,5,7.4,Completed Late,3.3,8,UX Design
INT_0077_M6_T03,INT_0077,2024,6,Report Writing,2,6,9.5,Completed On Time,3.8,6,UX Design
INT_0077_M6_T04,INT_0077,2024,6,Research,3,10,17.5,Completed Early,4.6,7,UX Design
INT_0077_M6_T05,INT_0077,2024,6,Research,3,10,15.7,Completed On Time,4.2,6,UX Design
INT_0077_M6_T06,INT_0077,2024,6,Presentation,2,5,6.6,Completed Late,4.9,4,UX Design
INT_0077_M6_T07,INT_0077,2024,6,Report Writing,2,6,7.5,Completed On Time,5.3,6,UX Design
INT_0077_M6_T08,INT_0077,2024,6,Presentation,2,5,8.0,Completed Early,5.3,6,UX Design
INT_0077_M6_T09,INT_0077,2024,6,Data Analysis,3,8,9.5,Completed On Time,3.6,9,UX Design
INT_0078_M1_T01,INT_0078,2024,1,Documentation,1,3,4.3,Completed Late,4.0,7,Software Engineering
INT_0078_M1_T02,INT_0078,2024,1,Code Development,4,12,12.5,Completed On Time,4.4,6,Software Engineering
INT_0078_M1_T03,INT_0078,2024,1,Code Development,4,12,14.9,Completed On Time,5.5,6,Software Engineering
INT_0078_M1_T04,INT_0078,2024,1,Report Writing,2,6,5.0,Completed Early,5.1,7,Software Engineering
INT_0078_M1_T05,INT_0078,2024,1,Presentation,2,5,5.3,Completed On Time,6.6,5,Software Engineering
INT_0078_M2_T01,INT_0078,2024,2,Research,3,10,8.3,Completed On Time,5.1,5,Software Engineering
INT_0078_M2_T02,INT_0078,2024,2,Report Writing,2,6,7.7,Completed On Time,7.5,6,Software Engineering
INT_0078_M2_T03,INT_0078,2024,2,Testing,2,4,2.8,Completed Early,7.6,6,Software Engineering
INT_0078_M2_T04,INT_0078,2024,2,Code Development,4,12,10.0,Completed Early,8.1,5,Software Engineering
INT_0078_M2_T05,INT_0078,2024,2,Testing,2,4,6.9,Completed Early,5.1,6,Software Engineering
INT_0078_M2_T06,INT_0078,2024,2,Testing,2,4,4.1,Completed On Time,5.7,5,Software Engineering
INT_0078_M2_T07,INT_0078,2024,2,Code Development,4,12,13.9,Completed On Time,8.3,7,Software Engineering
INT_0078_M2_T08,INT_0078,2024,2,Presentation,2,5,6.9,Completed On Time,6.3,6,Software Engineering
INT_0078_M2_T09,INT_0078,2024,2,Documentation,1,3,3.5,Completed On Time,6.6,5,Software Engineering
INT_0078_M3_T01,INT_0078,2024,3,Data Analysis,3,8,8.9,Extended,3.7,7,Software Engineering
INT_0078_M3_T02,INT_0078,2024,3,Code Development,4,12,8.8,Completed Early,5.0,5,Software Engineering
INT_0078_M3_T03,INT_0078,2024,3,Data Analysis,3,8,7.1,Completed On Time,5.7,6,Software Engineering
INT_0078_M3_T04,INT_0078,2024,3,Testing,2,4,4.9,Completed On Time,6.5,5,Software Engineering
INT_0078_M3_T05,INT_0078,2024,3,Data Analysis,3,8,8.9,Completed On Time,6.6,6,Software Engineering
INT_0078_M3_T06,INT_0078,2024,3,Data Analysis,3,8,8.7,Completed On Time,6.4,7,Software Engineering
INT_0078_M3_T07,INT_0078,2024,3,Report Writing,2,6,4.7,Completed On Time,6.0,8,Software Engineering
INT_0078_M3_T08,INT_0078,2024,3,Code Development,4,12,16.6,Completed Late,7.1,7,Software Engineering
INT_0078_M3_T09,INT_0078,2024,3,Code Development,4,12,17.2,Completed Early,8.2,6,Software Engineering
INT_0078_M4_T01,INT_0078,2024,4,Code Development,4,12,12.3,Completed On Time,6.3,3,Software Engineering
INT_0078_M4_T02,INT_0078,2024,4,Report Writing,2,6,6.8,Completed On Time,6.4,3,Software Engineering
INT_0078_M4_T03,INT_0078,2024,4,Documentation,1,3,4.0,Completed On Time,5.6,2,Software Engineering
INT_0078_M4_T04,INT_0078,2024,4,Presentation,2,5,6.4,Completed On Time,5.0,1,Software Engineering
INT_0078_M4_T05,INT_0078,2024,4,Presentation,2,5,5.7,Completed Late,6.9,2,Software Engineering
INT_0078_M5_T01,INT_0078,2024,5,Report Writing,2,6,5.7,Completed Late,8.1,5,Software Engineering
INT_0078_M5_T02,INT_0078,2024,5,Research,3,10,7.0,Completed Early,7.2,3,Software Engineering
INT_0078_M5_T03,INT_0078,2024,5,Documentation,1,3,2.9,Completed On Time,8.2,1,Software Engineering
INT_0078_M5_T04,INT_0078,2024,5,Documentation,1,3,3.4,Completed On Time,6.8,4,Software Engineering
INT_0078_M5_T05,INT_0078,2024,5,Presentation,2,5,4.8,Completed Late,7.0,3,Software Engineering
INT_0078_M5_T06,INT_0078,2024,5,Research,3,10,8.9,Completed On Time,7.4,1,Software Engineering
INT_0078_M5_T07,INT_0078,2024,5,Code Development,4,12,10.6,Completed Early,7.8,1,Software Engineering
INT_0078_M6_T01,INT_0078,2024,6,Code Development,4,12,13.8,Completed On Time,7.6,5,Software Engineering
INT_0078_M6_T02,INT_0078,2024,6,Testing,2,4,5.3,Completed Early,8.5,7,Software Engineering
INT_0078_M6_T03,INT_0078,2024,6,Testing,2,4,5.3,Completed On Time,8.6,4,Software Engineering
INT_0078_M6_T04,INT_0078,2024,6,Report Writing,2,6,6.4,Completed On Time,8.1,6,Software Engineering
INT_0078_M6_T05,INT_0078,2024,6,Code Development,4,12,14.7,Completed On Time,8.2,5,Software Engineering
INT_0078_M6_T06,INT_0078,2024,6,Research,3,10,12.4,Completed On Time,7.2,7,Software Engineering
INT_0078_M6_T07,INT_0078,2024,6,Code Development,4,12,8.3,Completed On Time,9.5,5,Software Engineering
INT_0078_M6_T08,INT_0078,2024,6,Report Writing,2,6,7.8,Completed On Time,8.4,5,Software Engineering
INT_0079_M1_T01,INT_0079,2024,1,Documentation,1,3,4.4,Completed Early,6.9,4,Data Science
INT_0079_M1_T02,INT_0079,2024,1,Testing,2,4,3.4,Completed Late,7.0,6,Data Science
INT_0079_M1_T03,INT_0079,2024,1,Report Writing,2,6,9.0,Completed On Time,5.9,6,Data Science
INT_0079_M1_T04,INT_0079,2024,1,Report Writing,2,6,5.3,Completed Late,6.5,8,Data Science
INT_0079_M1_T05,INT_0079,2024,1,Testing,2,4,3.5,Completed Early,7.5,6,Data Science
INT_0079_M1_T06,INT_0079,2024,1,Testing,2,4,4.4,Completed Early,7.5,5,Data Science
INT_0079_M1_T07,INT_0079,2024,1,Data Analysis,3,8,11.5,Completed Early,8.9,6,Data Science
INT_0079_M2_T01,INT_0079,2024,2,Documentation,1,3,2.8,Completed Late,5.5,8,Data Science
INT_0079_M2_T02,INT_0079,2024,2,Research,3,10,8.9,Completed On Time,5.8,9,Data Science
INT_0079_M2_T03,INT_0079,2024,2,Testing,2,4,4.7,Completed Early,6.1,8,Data Science
INT_0079_M2_T04,INT_0079,2024,2,Research,3,10,10.2,Completed On Time,8.0,7,Data Science
INT_0079_M2_T05,INT_0079,2024,2,Testing,2,4,4.6,Completed Late,6.1,9,Data Science
INT_0079_M3_T01,INT_0079,2024,3,Documentation,1,3,2.5,Completed On Time,5.3,1,Data Science
INT_0079_M3_T02,INT_0079,2024,3,Testing,2,4,4.3,Completed On Time,5.4,4,Data Science
INT_0079_M3_T03,INT_0079,2024,3,Presentation,2,5,3.9,Completed On Time,5.5,3,Data Science
INT_0079_M3_T04,INT_0079,2024,3,Code Development,4,12,11.3,Extended,6.0,6,Data Science
INT_0079_M4_T01,INT_0079,2024,4,Research,3,10,14.0,Extended,10.0,6,Data Science
INT_0079_M4_T02,INT_0079,2024,4,Testing,2,4,4.1,Completed Late,7.0,7,Data Science
INT_0079_M4_T03,INT_0079,2024,4,Documentation,1,3,3.7,Completed On Time,7.2,5,Data Science
INT_0079_M4_T04,INT_0079,2024,4,Code Development,4,12,13.9,Completed Early,8.6,4,Data Science
INT_0079_M4_T05,INT_0079,2024,4,Report Writing,2,6,5.9,Completed Late,6.4,6,Data Science
INT_0079_M4_T06,INT_0079,2024,4,Presentation,2,5,5.2,Completed On Time,8.5,6,Data Science
INT_0079_M4_T07,INT_0079,2024,4,Data Analysis,3,8,9.2,Completed On Time,7.9,5,Data Science
INT_0079_M4_T08,INT_0079,2024,4,Research,3,10,11.1,Completed Early,9.3,5,Data Science
INT_0079_M4_T09,INT_0079,2024,4,Data Analysis,3,8,7.9,Completed On Time,9.1,6,Data Science
INT_0079_M4_T10,INT_0079,2024,4,Testing,2,4,3.3,Completed Early,9.6,5,Data Science
INT_0079_M4_T11,INT_0079,2024,4,Presentation,2,5,5.8,Completed Late,9.1,4,Data Science
INT_0079_M4_T12,INT_0079,2024,4,Documentation,1,3,3.9,Completed Early,7.7,3,Data Science
INT_0079_M4_T13,INT_0079,2024,4,Report Writing,2,6,5.4,Completed On Time,8.6,4,Data Science
INT_0079_M5_T01,INT_0079,2024,5,Research,3,10,11.7,Completed Early,6.1,5,Data Science
INT_0079_M5_T02,INT_0079,2024,5,Report Writing,2,6,7.2,Completed Late,6.7,6,Data Science
INT_0079_M5_T03,INT_0079,2024,5,Testing,2,4,3.2,Completed On Time,8.2,6,Data Science
INT_0079_M5_T04,INT_0079,2024,5,Data Analysis,3,8,7.9,Completed Late,6.1,3,Data Science
INT_0079_M5_T05,INT_0079,2024,5,Presentation,2,5,4.7,Completed Late,8.1,5,Data Science
INT_0079_M6_T01,INT_0079,2024,6,Report Writing,2,6,8.1,Completed On Time,7.0,3,Data Science
INT_0079_M6_T02,INT_0079,2024,6,Data Analysis,3,8,6.8,Completed On Time,6.5,3,Data Science
INT_0079_M6_T03,INT_0079,2024,6,Testing,2,4,5.6,Completed Early,7.0,3,Data Science
INT_0079_M6_T04,INT_0079,2024,6,Report Writing,2,6,5.4,Completed Early,6.0,3,Data Science
INT_0079_M6_T05,INT_0079,2024,6,Research,3,10,13.3,Completed On Time,6.2,2,Data Science
INT_0079_M6_T06,INT_0079,2024,6,Data Analysis,3,8,9.9,Completed On Time,5.2,4,Data Science
INT_0079_M6_T07,INT_0079,2024,6,Code Development,4,12,11.1,Completed On Time,4.4,2,Data Science
INT_0080_M1_T01,INT_0080,2024,1,Research,3,10,13.7,Completed On Time,6.2,7,Business Analytics
INT_0080_M1_T02,INT_0080,2024,1,Report Writing,2,6,10.2,Completed On Time,6.8,7,Business Analytics
INT_0080_M1_T03,INT_0080,2024,1,Code Development,4,12,12.8,Completed On Time,7.6,7,Business Analytics
INT_0080_M1_T04,INT_0080,2024,1,Report Writing,2,6,10.0,Completed Early,3.6,9,Business Analytics
INT_0080_M2_T01,INT_0080,2024,2,Testing,2,4,5.2,Completed On Time,5.7,9,Business Analytics
INT_0080_M2_T02,INT_0080,2024,2,Report Writing,2,6,8.9,Completed Late,4.3,8,Business Analytics
INT_0080_M2_T03,INT_0080,2024,2,Testing,2,4,5.3,Completed Early,3.7,8,Business Analytics
INT_0080_M2_T04,INT_0080,2024,2,Code Development,4,12,20.1,Completed Early,5.0,6,Business Analytics
INT_0080_M2_T05,INT_0080,2024,2,Code Development,4,12,15.7,Completed On Time,3.8,9,Business Analytics
INT_0080_M2_T06,INT_0080,2024,2,Testing,2,4,5.6,Completed On Time,4.8,8,Business Analytics
INT_0080_M3_T01,INT_0080,2024,3,Report Writing,2,6,8.3,Completed Early,4.6,8,Business Analytics
INT_0080_M3_T02,INT_0080,2024,3,Research,3,10,17.3,Completed On Time,3.5,7,Business Analytics
INT_0080_M3_T03,INT_0080,2024,3,Documentation,1,3,5.0,Completed On Time,5.3,7,Business Analytics
INT_0080_M3_T04,INT_0080,2024,3,Code Development,4,12,18.4,Completed On Time,5.4,8,Business Analytics
INT_0080_M3_T05,INT_0080,2024,3,Documentation,1,3,4.0,Completed On Time,4.7,7,Business Analytics
INT_0080_M3_T06,INT_0080,2024,3,Research,3,10,12.8,Completed On Time,4.3,8,Business Analytics
INT_0080_M3_T07,INT_0080,2024,3,Testing,2,4,5.5,Completed Late,6.2,9,Business Analytics
INT_0080_M4_T01,INT_0080,2024,4,Code Development,4,12,18.2,Completed On Time,5.4,4,Business Analytics
INT_0080_M4_T02,INT_0080,2024,4,Data Analysis,3,8,11.6,Completed On Time,5.6,4,Business Analytics
INT_0080_M4_T03,INT_0080,2024,4,Code Development,4,12,12.3,Completed Early,4.5,4,Business Analytics
INT_0080_M4_T04,INT_0080,2024,4,Documentation,1,3,3.2,Completed On Time,5.1,4,Business Analytics
INT_0080_M4_T05,INT_0080,2024,4,Presentation,2,5,6.9,Completed On Time,5.0,5,Business Analytics
INT_0080_M5_T01,INT_0080,2024,5,Documentation,1,3,3.4,Completed On Time,4.0,5,Business Analytics
INT_0080_M5_T02,INT_0080,2024,5,Presentation,2,5,8.1,Completed Early,6.0,4,Business Analytics
INT_0080_M5_T03,INT_0080,2024,5,Presentation,2,5,7.0,Completed Early,5.1,7,Business Analytics
INT_0080_M5_T04,INT_0080,2024,5,Report Writing,2,6,7.0,Completed On Time,4.0,6,Business Analytics
INT_0080_M6_T01,INT_0080,2024,6,Research,3,10,11.3,Completed On Time,5.0,7,Business Analytics
INT_0080_M6_T02,INT_0080,2024,6,Documentation,1,3,2.9,Completed Early,4.3,6,Business Analytics
INT_0080_M6_T03,INT_0080,2024,6,Testing,2,4,5.3,Completed On Time,5.7,7,Business Analytics
INT_0080_M6_T04,INT_0080,2024,6,Code Development,4,12,16.4,Completed Early,5.5,6,Business Analytics
INT_0080_M6_T05,INT_0080,2024,6,Documentation,1,3,4.3,Completed On Time,3.1,8,Business Analytics
INT_0081_M1_T01,INT_0081,2024,1,Data Analysis,3,8,5.5,Completed Early,6.4,4,Marketing
INT_0081_M1_T02,INT_0081,2024,1,Code Development,4,12,11.1,Completed Late,7.8,4,Marketing
INT_0081_M1_T03,INT_0081,2024,1,Research,3,10,10.4,Completed Early,8.2,2,Marketing
INT_0081_M1_T04,INT_0081,2024,1,Code Development,4,12,8.7,Completed Early,7.1,3,Marketing
INT_0081_M1_T05,INT_0081,2024,1,Data Analysis,3,8,6.1,Completed On Time,8.2,5,Marketing
INT_0081_M1_T06,INT_0081,2024,1,Presentation,2,5,4.7,Completed On Time,7.4,4,Marketing
INT_0081_M1_T07,INT_0081,2024,1,Testing,2,4,2.1,Extended,7.3,4,Marketing
INT_0081_M1_T08,INT_0081,2024,1,Code Development,4,12,9.3,Completed On Time,6.1,3,Marketing
INT_0081_M1_T09,INT_0081,2024,1,Research,3,10,8.9,Completed Early,6.4,6,Marketing
INT_0081_M2_T01,INT_0081,2024,2,Report Writing,2,6,4.4,Completed Early,8.1,5,Marketing
INT_0081_M2_T02,INT_0081,2024,2,Report Writing,2,6,7.3,Completed On Time,7.4,4,Marketing
INT_0081_M2_T03,INT_0081,2024,2,Code Development,4,12,9.8,Completed On Time,7.9,4,Marketing
INT_0081_M2_T04,INT_0081,2024,2,Data Analysis,3,8,9.0,Completed Early,9.0,4,Marketing
INT_0081_M2_T05,INT_0081,2024,2,Data Analysis,3,8,8.0,Completed Early,8.2,4,Marketing
INT_0081_M2_T06,INT_0081,2024,2,Testing,2,4,4.7,Completed On Time,6.5,5,Marketing
INT_0081_M2_T07,INT_0081,2024,2,Report Writing,2,6,3.6,Completed On Time,9.8,3,Marketing
INT_0081_M2_T08,INT_0081,2024,2,Presentation,2,5,3.3,Completed Early,9.3,4,Marketing
INT_0081_M2_T09,INT_0081,2024,2,Code Development,4,12,8.4,Completed Early,7.3,4,Marketing
INT_0081_M2_T10,INT_0081,2024,2,Research,3,10,6.6,Completed On Time,7.5,4,Marketing
INT_0081_M3_T01,INT_0081,2024,3,Documentation,1,3,2.4,Completed Late,10.0,5,Marketing
INT_0081_M3_T02,INT_0081,2024,3,Report Writing,2,6,6.7,Completed On Time,9.1,3,Marketing
INT_0081_M3_T03,INT_0081,2024,3,Documentation,1,3,2.8,Completed On Time,10.0,5,Marketing
INT_0081_M3_T04,INT_0081,2024,3,Documentation,1,3,2.4,Completed On Time,9.4,2,Marketing
INT_0081_M3_T05,INT_0081,2024,3,Presentation,2,5,5.5,Completed On Time,8.3,4,Marketing
INT_0081_M3_T06,INT_0081,2024,3,Testing,2,4,2.7,Completed Early,10.0,4,Marketing
INT_0081_M3_T07,INT_0081,2024,3,Presentation,2,5,3.7,Completed On Time,9.8,3,Marketing
INT_0081_M3_T08,INT_0081,2024,3,Data Analysis,3,8,8.4,Completed Early,8.8,2,Marketing
INT_0081_M3_T09,INT_0081,2024,3,Testing,2,4,2.8,Completed On Time,8.6,5,Marketing
INT_0081_M3_T10,INT_0081,2024,3,Data Analysis,3,8,8.6,Completed On Time,10.0,5,Marketing
INT_0081_M3_T11,INT_0081,2024,3,Testing,2,4,3.2,Completed Late,8.9,3,Marketing
INT_0081_M3_T12,INT_0081,2024,3,Code Development,4,12,9.2,Completed On Time,7.2,4,Marketing
INT_0081_M3_T13,INT_0081,2024,3,Data Analysis,3,8,5.1,Completed Early,9.0,6,Marketing
INT_0081_M3_T14,INT_0081,2024,3,Presentation,2,5,4.0,Completed On Time,9.3,5,Marketing
INT_0081_M4_T01,INT_0081,2024,4,Data Analysis,3,8,8.1,Completed Early,7.5,3,Marketing
INT_0081_M4_T02,INT_0081,2024,4,Research,3,10,10.4,Completed On Time,4.3,2,Marketing
INT_0081_M4_T03,INT_0081,2024,4,Report Writing,2,6,7.0,Completed Late,6.4,2,Marketing
INT_0081_M4_T04,INT_0081,2024,4,Documentation,1,3,2.3,Completed Late,5.7,3,Marketing
INT_0081_M4_T05,INT_0081,2024,4,Presentation,2,5,4.1,Extended,6.8,3,Marketing
INT_0081_M4_T06,INT_0081,2024,4,Report Writing,2,6,7.0,Completed On Time,7.0,4,Marketing
INT_0081_M4_T07,INT_0081,2024,4,Testing,2,4,4.5,Completed Early,6.2,2,Marketing
INT_0081_M4_T08,INT_0081,2024,4,Research,3,10,11.4,Completed Early,6.7,4,Marketing
INT_0081_M4_T09,INT_0081,2024,4,Research,3,10,7.7,Completed On Time,6.0,4,Marketing
INT_0081_M4_T10,INT_0081,2024,4,Presentation,2,5,5.5,Completed On Time,7.4,4,Marketing
INT_0081_M4_T11,INT_0081,2024,4,Code Development,4,12,12.2,Completed On Time,6.7,3,Marketing
INT_0081_M5_T01,INT_0081,2024,5,Documentation,1,3,2.4,Extended,6.9,4,Marketing
INT_0081_M5_T02,INT_0081,2024,5,Code Development,4,12,10.3,Completed On Time,7.3,3,Marketing
INT_0081_M5_T03,INT_0081,2024,5,Research,3,10,9.0,Completed On Time,6.9,4,Marketing
INT_0081_M5_T04,INT_0081,2024,5,Presentation,2,5,3.8,Completed Late,6.2,3,Marketing
INT_0081_M5_T05,INT_0081,2024,5,Data Analysis,3,8,6.7,Completed Early,8.1,4,Marketing
INT_0081_M5_T06,INT_0081,2024,5,Documentation,1,3,2.0,Completed On Time,6.1,4,Marketing
INT_0081_M5_T07,INT_0081,2024,5,Presentation,2,5,3.6,Completed On Time,5.9,5,Marketing
INT_0081_M5_T08,INT_0081,2024,5,Research,3,10,7.8,Completed On Time,7.6,5,Marketing
INT_0081_M5_T09,INT_0081,2024,5,Code Development,4,12,9.0,Completed Early,5.8,3,Marketing
INT_0081_M6_T01,INT_0081,2024,6,Documentation,1,3,2.6,Completed On Time,7.6,1,Marketing
INT_0081_M6_T02,INT_0081,2024,6,Presentation,2,5,6.2,Completed On Time,9.2,1,Marketing
INT_0081_M6_T03,INT_0081,2024,6,Presentation,2,5,3.6,Completed Early,8.6,1,Marketing
INT_0081_M6_T04,INT_0081,2024,6,Documentation,1,3,2.5,Completed Early,8.2,3,Marketing
INT_0081_M6_T05,INT_0081,2024,6,Testing,2,4,4.5,Completed Early,9.6,1,Marketing
INT_0081_M6_T06,INT_0081,2024,6,Data Analysis,3,8,6.1,Completed Early,8.5,1,Marketing
INT_0081_M6_T07,INT_0081,2024,6,Data Analysis,3,8,9.8,Completed On Time,9.9,1,Marketing
INT_0081_M6_T08,INT_0081,2024,6,Report Writing,2,6,7.5,Completed Early,8.4,3,Marketing
INT_0081_M6_T09,INT_0081,2024,6,Code Development,4,12,11.1,Completed Late,9.0,2,Marketing
INT_0081_M6_T10,INT_0081,2024,6,Report Writing,2,6,6.9,Completed Late,9.0,1,Marketing
INT_0081_M6_T11,INT_0081,2024,6,Report Writing,2,6,6.0,Completed Late,7.6,1,Marketing
INT_0082_M1_T01,INT_0082,2024,1,Data Analysis,3,8,6.2,Completed On Time,6.5,4,Marketing
INT_0082_M1_T02,INT_0082,2024,1,Testing,2,4,2.7,Completed On Time,6.6,2,Marketing
INT_0082_M1_T03,INT_0082,2024,1,Report Writing,2,6,4.4,Completed On Time,7.4,2,Marketing
INT_0082_M1_T04,INT_0082,2024,1,Testing,2,4,3.3,Completed Late,8.2,2,Marketing
INT_0082_M1_T05,INT_0082,2024,1,Report Writing,2,6,6.5,Completed On Time,7.4,1,Marketing
INT_0082_M1_T06,INT_0082,2024,1,Research,3,10,11.5,Completed Late,5.6,1,Marketing
INT_0082_M1_T07,INT_0082,2024,1,Report Writing,2,6,5.1,Completed On Time,5.5,3,Marketing
INT_0082_M1_T08,INT_0082,2024,1,Data Analysis,3,8,7.6,Completed On Time,5.6,3,Marketing
INT_0082_M1_T09,INT_0082,2024,1,Data Analysis,3,8,6.8,Completed Late,5.8,2,Marketing
INT_0082_M2_T01,INT_0082,2024,2,Presentation,2,5,3.1,Completed On Time,8.1,4,Marketing
INT_0082_M2_T02,INT_0082,2024,2,Documentation,1,3,2.5,Completed On Time,9.5,1,Marketing
INT_0082_M2_T03,INT_0082,2024,2,Documentation,1,3,3.4,Completed On Time,8.8,4,Marketing
INT_0082_M2_T04,INT_0082,2024,2,Testing,2,4,1.0,Completed On Time,9.3,2,Marketing
INT_0082_M2_T05,INT_0082,2024,2,Research,3,10,8.0,Completed Late,7.8,4,Marketing
INT_0082_M2_T06,INT_0082,2024,2,Report Writing,2,6,6.2,Completed Late,8.9,4,Marketing
INT_0082_M2_T07,INT_0082,2024,2,Testing,2,4,3.8,Completed On Time,8.4,2,Marketing
INT_0082_M2_T08,INT_0082,2024,2,Code Development,4,12,9.0,Completed Late,8.9,4,Marketing
INT_0082_M3_T01,INT_0082,2024,3,Code Development,4,12,9.1,Completed On Time,9.7,1,Marketing
INT_0082_M3_T02,INT_0082,2024,3,Testing,2,4,3.0,Completed On Time,10.0,1,Marketing
INT_0082_M3_T03,INT_0082,2024,3,Report Writing,2,6,4.5,Completed Early,8.4,1,Marketing
INT_0082_M3_T04,INT_0082,2024,3,Research,3,10,11.6,Completed Early,8.9,1,Marketing
INT_0082_M3_T05,INT_0082,2024,3,Code Development,4,12,11.3,Completed On Time,9.4,3,Marketing
INT_0082_M3_T06,INT_0082,2024,3,Documentation,1,3,2.6,Completed Late,10.0,2,Marketing
INT_0082_M3_T07,INT_0082,2024,3,Code Development,4,12,13.0,Completed On Time,10.0,1,Marketing
INT_0082_M3_T08,INT_0082,2024,3,Testing,2,4,5.2,Completed Early,9.7,1,Marketing
INT_0082_M3_T09,INT_0082,2024,3,Report Writing,2,6,4.6,Completed Early,8.0,2,Marketing
INT_0082_M4_T01,INT_0082,2024,4,Data Analysis,3,8,3.5,Completed Early,7.4,2,Marketing
INT_0082_M4_T02,INT_0082,2024,4,Research,3,10,11.0,Completed Early,9.2,2,Marketing
INT_0082_M4_T03,INT_0082,2024,4,Testing,2,4,4.7,Extended,7.1,1,Marketing
INT_0082_M4_T04,INT_0082,2024,4,Data Analysis,3,8,10.0,Completed On Time,8.0,2,Marketing
INT_0082_M4_T05,INT_0082,2024,4,Code Development,4,12,12.4,Completed On Time,7.7,2,Marketing
INT_0082_M4_T06,INT_0082,2024,4,Documentation,1,3,1.9,Completed Early,7.2,3,Marketing
INT_0082_M4_T07,INT_0082,2024,4,Data Analysis,3,8,7.0,Completed On Time,8.4,3,Marketing
INT_0082_M4_T08,INT_0082,2024,4,Data Analysis,3,8,5.8,Completed Early,6.1,2,Marketing
INT_0082_M5_T01,INT_0082,2024,5,Report Writing,2,6,6.6,Completed Early,10.0,2,Marketing
INT_0082_M5_T02,INT_0082,2024,5,Testing,2,4,2.7,Completed On Time,9.6,3,Marketing
INT_0082_M5_T03,INT_0082,2024,5,Documentation,1,3,2.6,Extended,8.3,2,Marketing
INT_0082_M5_T04,INT_0082,2024,5,Documentation,1,3,3.1,Completed Early,9.0,3,Marketing
INT_0082_M5_T05,INT_0082,2024,5,Testing,2,4,4.5,Completed Late,9.6,2,Marketing
INT_0082_M5_T06,INT_0082,2024,5,Documentation,1,3,3.2,Completed On Time,8.5,2,Marketing
INT_0082_M5_T07,INT_0082,2024,5,Code Development,4,12,10.2,Completed Early,8.9,2,Marketing
INT_0082_M5_T08,INT_0082,2024,5,Documentation,1,3,3.8,Completed On Time,10.0,2,Marketing
INT_0082_M5_T09,INT_0082,2024,5,Research,3,10,9.2,Completed Late,9.2,4,Marketing
INT_0082_M5_T10,INT_0082,2024,5,Report Writing,2,6,7.0,Completed On Time,7.6,3,Marketing
